Item,Correlation,Abs_Correlation,Question_Text
v14_2_01,0.0771219345848534,0.0771219345848534,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (2)在網路上，你不喜歡跟班上哪些同學互動（例如一起打遊戲、講電話、聊天等）？第1位
v54_15,-0.0767030559096051,0.0767030559096051,你有多同意下列的敘述？ (15)我知道別人何時需要幫助
v20_1_6,-0.0764165880071156,0.0764165880071156,關於上網，你父親和你有沒有以下的情形？ (6)會和你討論使用網路的情形和心得
v42_06,0.0759690158131669,0.0759690158131669,過去6個月以來，請問你有沒有做過下列的事情？（複選題） (6)蓄意打傷別人
v25_1,0.075942766595821,0.075942766595821,以下描述符不符合你的個人經驗感受呢？ (1)我喜歡自己在網路上的形象
v19_1,-0.0759387279838007,0.0759387279838007,請問以下敘述是否符合對你家長的情形？ (1)家長知道我在學校主要的授課老師是誰
v7b_4,0.07529417503834,0.07529417503834,那下列這些事情，你父母管得嚴不嚴？ (4)對長輩的態度
v7a_4,-0.0736619881083197,0.0736619881083197,請問以你這個年紀而言，父母管下列這些事情，你認為恰不恰當？ (4)對長輩的態度
v41_5,0.0729237211447963,0.0729237211447963,上八年級以來，你曾在網路上對別人做過這樣的事嗎？ (5)嘲笑某人喜歡某個人
v8_12,0.0715851605899472,0.0715851605899472,上國八以來，下列事情發生過嗎？（複選題） (12)家中有人去世
cell_who,-0.0713338679185777,0.0713338679185777,請問此手機號碼是：
v42_07,0.0706983409861063,0.0706983409861063,過去6個月以來，請問你有沒有做過下列的事情？（複選題） (7)抽紙菸（香菸）
v37_7,0.0703342638355327,0.0703342638355327,上八年級以來，你曾在實際生活中(非網上)對別人做過這樣的事嗎？ (7)勒索或強要某人的東西
v41_6,0.0693540935680952,0.0693540935680952,上八年級以來，你曾在網路上對別人做過這樣的事嗎？ (6)在網路散布使某人丟臉的照片或影片
v19_5,-0.0692712783007465,0.0692712783007465,請問以下敘述是否符合對你家長的情形？ (5)家長會為班上的活動或設備出錢出力
v48_08,-0.0688511701060526,0.0688511701060526,學校的資訊科技課程教學內容包含(可複選)： (8)以上皆非
v35_7,0.0687845953864583,0.0687845953864583,上八年級以來，你曾在實際生活中(非網上)遇到這樣的事情嗎？ (7)勒索或強要我的東西
v41_3,0.0677865748581296,0.0677865748581296,上八年級以來，你曾在網路上對別人做過這樣的事嗎？ (3)不讓某人加入討論
v45_1,-0.0677127083413739,0.0677127083413739,以下敘述符不符合你的上網學習情形？ (1)讀書或寫作業時，我會先將無關的網站、即時通訊、手機APP或提醒聲音關掉
v7b_3,0.0675885721896764,0.0675885721896764,那下列這些事情，你父母管得嚴不嚴？ (3)興趣、嗜好
v60_2,0.0674130167271889,0.0674130167271889,過去一個月，請問以下飲料你平均一週七天喝多少？ (2)手搖杯
v20_2_7,0.0669528109979623,0.0669528109979623,關於上網，你母親和你有沒有以下的情形？ (7)擔心你上網會產生健康問題（如：眼睛、體能）
v62,-0.0668568650060192,0.0668568650060192,請問你的體重______公斤（僅能填答阿拉伯數字）
v20_1_3,-0.0664034542667434,0.0664034542667434,關於上網，你父親和你有沒有以下的情形？ (3)會和你一起聊網路上發生的趣聞或事件
v44_5,0.0660941856518265,0.0660941856518265,以下有關使用手機或上網的原因，你同不同意？ (5)讓我可以分享我的好點子或我做的東西
v20_1_5,-0.0651412482303899,0.0651412482303899,關於上網，你父親和你有沒有以下的情形？ (5)會鼓勵你上網
v20_2_5,-0.0649808670312578,0.0649808670312578,關於上網，你母親和你有沒有以下的情形？ (5)會鼓勵你上網
v53_4,-0.0647397761901023,0.0647397761901023,請依據你過去六個月的經驗與事實，回答以下各題 (4)我會友善地對待比我年紀小的孩子
v8_04,0.0647320120111765,0.0647320120111765,上國八以來，下列事情發生過嗎？（複選題） (4)我換班級
v20_2_6,-0.0645998754882071,0.0645998754882071,關於上網，你母親和你有沒有以下的情形？ (6)會和你討論使用網路的情形和心得
v35_6,0.0631288924215914,0.0631288924215914,上八年級以來，你曾在實際生活中(非網上)遇到這樣的事情嗎？ (6)故意破壞我的東西或故意藏起來
v42_08,0.0619442541800057,0.0619442541800057,過去6個月以來，請問你有沒有做過下列的事情？（複選題） (8)抽電子菸
v42_12,0.0595063417179368,0.0595063417179368,過去6個月以來，請問你有沒有做過下列的事情？（複選題） (12)下載非法軟體
v54_19,-0.0594577643573172,0.0594577643573172,你有多同意下列的敘述？ (19)我會去想不同的方法來解決問題
v29_2,0.0591696958272715,0.0591696958272715,以下有關於你最要好的朋友的描述，你同不同意？ (2)他(們)有時候會惹事生非
v7a_6,-0.0590233480100443,0.0590233480100443,請問以你這個年紀而言，父母管下列這些事情，你認為恰不恰當？ (6)做人有沒有誠實
v59_1m,0.0589908346537312,0.0589908346537312,請問你過去一個月來的日常(大多數)睡眠習慣： (1)過去一個月來，在需要上課的日子，你通常幾點上床睡覺？分
v37_3,0.0567723330479477,0.0567723330479477,上八年級以來，你曾在實際生活中(非網上)對別人做過這樣的事嗎？ (3)不讓某人加入活動、討論事情或不准別人跟某人說話、一起行動
v44_4,0.0567330118257701,0.0567330118257701,以下有關使用手機或上網的原因，你同不同意？ (4)讓我知道運動、演唱會、或各種娛樂活動的最新訊息
v2,0.0563863949354974,0.0563863949354974,請問你親生父母的婚姻狀態：
v7a_5,-0.0556902088179498,0.0556902088179498,請問以你這個年紀而言，父母管下列這些事情，你認為恰不恰當？ (5)做事有沒有負責任
v41_1,0.0549267190195297,0.0549267190195297,上八年級以來，你曾在網路上對別人做過這樣的事嗎？ (1)用髒話罵或威脅某人
v42_03,0.05458455507493,0.05458455507493,過去6個月以來，請問你有沒有做過下列的事情？（複選題） (3)蹺課或逃學
v58_1m,0.0538185457315203,0.0538185457315203,在需要上課的日子，你通常幾點到學校？
v54_3,0.0529890225222292,0.0529890225222292,你有多同意下列的敘述？ (3)我可以感受到自己的情緒
v42_05,0.0528569714481841,0.0528569714481841,過去6個月以來，請問你有沒有做過下列的事情？（複選題） (5)故意破壞別人的東西
v59_4m,0.0526120485166339,0.0526120485166339,請問你過去一個月來的日常(大多數)睡眠習慣： (4)過去一個月來，在不需要上課的日子，你通常幾點起床？分
v17_07,0.0525178087681508,0.0525178087681508,你補那幾科？【可複選】 (7)其他
v53_3,-0.051353132127884,0.051353132127884,請依據你過去六個月的經驗與事實，回答以下各題 (3)如有人受傷、沮喪 或感到不適，我都樂意幫忙
v22_5,0.050524244711977,0.050524244711977,當你在現實生活遇到困難感到憂慮時，你會上網： (5)玩遊戲來減少困擾或壓力感受
v60_1,0.0493629180424149,0.0493629180424149,過去一個月，請問以下飲料你平均一週七天喝多少？ (1)鋁箔包、樂利包或瓶裝的含糖飲料
v48_03,0.0492486014147965,0.0492486014147965,學校的資訊科技課程教學內容包含(可複選)： (3)程式設計與邏輯：學習使用網際網路，包括瀏覽器的使用、資訊搜尋技巧、以及網絡安全和隱私保護的基本知識
v13,0.0485072568782025,0.0485072568782025,請問你的座號是？___號
v53_2,-0.0471434825780977,0.0471434825780977,請依據你過去六個月的經驗與事實，回答以下各題 (2)我常與他人分享(食物、遊戲、筆等等)
v7b_5,0.0469335333925984,0.0469335333925984,那下列這些事情，你父母管得嚴不嚴？ (5)做事有沒有負責任
v46_3,0.045816910985467,0.045816910985467,關於電腦與網路的操作，你使用情形如何？ (3)同學、閨密、或親朋好友知道我的密碼
v54_17,-0.0456245846144308,0.0456245846144308,你有多同意下列的敘述？ (17)在做決定前，我預先思考之後可能發生的情況
v53_1,-0.0448724916920605,0.0448724916920605,請依據你過去六個月的經驗與事實，回答以下各題 (1)我嘗試對別人友善，並關心他們的感受
v20_2_10,0.0442217919327383,0.0442217919327383,關於上網，你母親和你有沒有以下的情形？ (10)會查看你的網頁瀏覽記錄
v59_3m,0.0430701666907602,0.0430701666907602,請問你過去一個月來的日常(大多數)睡眠習慣： (3)過去一個月來，在放假前一天或不需要上課的日子，你通常幾點上床睡覺？分
school_id,-0.0429725346347366,0.0429725346347366,學校代碼
v31,0.0425594345088643,0.0425594345088643,請問你認為現實生活中的陌生人是可以信任的，還是與他們來往時要儘量小心？
v20_1_8,0.0425361938115015,0.0425361938115015,關於上網，你父親和你有沒有以下的情形？ (8)擔心你課業成績會因為上網而有不好影響
v32,-0.041151714177247,0.041151714177247,請問你認為網路世界中你的朋友是可以信任的，還是與他們來往時要儘量小心？
v14_3_01,0.0408701223756482,0.0408701223756482,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (3)在實際生活(非網路)中，你喜歡跟班上哪些同學互動（例如分組同組、一起吃飯、討論功課、聊心事等）？第1位
v48_04,0.0402765633667252,0.0402765633667252,學校的資訊科技課程教學內容包含(可複選)： (4)多媒體應用：學習如何使用各種多媒體工具，比如圖像編輯、音頻和視頻編輯軟件
v44_3,-0.0401454229956401,0.0401454229956401,以下有關使用手機或上網的原因，你同不同意？ (3)提升我在讀書學習或完成任務的表現
v21_3,0.0384960109159615,0.0384960109159615,在平日(上學日)，請問你每天花多少時間上網玩線上遊戲
v48_05,0.0383013140098052,0.0383013140098052,學校的資訊科技課程教學內容包含(可複選)： (5)資訊倫理與數位公民素養：討論網絡禮儀、數位版權、網絡欺凌以及在線行為的影響
v47_4,0.0382530886333728,0.0382530886333728,以下關於媒體網站的運用敘述，你同不同意？ (4)我清楚哪些訊息可以在網路上公開分享，哪些不行
v37_1,0.0381631544604328,0.0381631544604328,上八年級以來，你曾在實際生活中(非網上)對別人做過這樣的事嗎？ (1)用髒話罵或威脅某人
v37_6,0.0381441098791541,0.0381441098791541,上八年級以來，你曾在實際生活中(非網上)對別人做過這樣的事嗎？ (6)故意破壞某人的東西或故意藏起來
v20_2_1,0.0380200469959839,0.0380200469959839,關於上網，你母親和你有沒有以下的情形？ (1)會規定你什麼時候可以上網，什麼時候不行
v29_1,-0.0370062586040532,0.0370062586040532,以下有關於你最要好的朋友的描述，你同不同意？ (1)當我需要幫助或忠告時，我可以依賴他(們)
v14_1_05,-0.0365622811970354,0.0365622811970354,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (1)在網路上，你喜歡跟班上哪些同學互動（例如一起打遊戲、講電話、聊天等）？第5位
v18_4,-0.0359741769705604,0.0359741769705604,請問父母對你下列未來發展的期望程度如何? (4)父母期望我可以光宗耀祖
v20_2_3,-0.0359695850077778,0.0359695850077778,關於上網，你母親和你有沒有以下的情形？ (3)會和你一起聊網路上發生的趣聞或事件
v17_03,0.0355259305202183,0.0355259305202183,你補那幾科？【可複選】 (3)理化
v48_06,0.0348873761769979,0.0348873761769979,學校的資訊科技課程教學內容包含(可複選)： (6)基礎數據處理與分析：介紹如何收集、整理和簡單分析數據，可能使用表格軟件或其他基本工具
v21_1,0.0334509957429137,0.0334509957429137,在平日(上學日)，請問你每天花多少時間上網完成學校功課（查找完成作業需要的資料）
v22_3,0.0333217834051316,0.0333217834051316,當你在現實生活遇到困難感到憂慮時，你會上網： (3)搜尋相關的資訊，設法解決困難
v23_4,-0.0311247581672766,0.0311247581672766,關於你在社群媒體上的行為，以下敘述符不符合你的情況。 (4)我不會介意發佈自己不太好看的照片
v20_1_9,0.0309886225941828,0.0309886225941828,關於上網，你父親和你有沒有以下的情形？ (9)會問你在網上做什麼
v7b_6,0.0306794732962409,0.0306794732962409,那下列這些事情，你父母管得嚴不嚴？ (6)做人有沒有誠實
v19_9,-0.0276437706501697,0.0276437706501697,請問以下敘述是否符合對你家長的情形？ (9)家長會幫我買課本以外的評量、測驗卷等補充教材
v48_02,0.0274459931611839,0.0274459931611839,學校的資訊科技課程教學內容包含(可複選)： (2)基本電腦操作技能：教授學生如何使用作業系統（如Windows或macOS）、文書處理軟件（如Word）、表格軟件（如Excel）和簡報軟件（如PowerPoint）
v42_10,0.0272589390066755,0.0272589390066755,過去6個月以來，請問你有沒有做過下列的事情？（複選題） (10)嚼檳榔
v54_18,-0.0270431937832535,0.0270431937832535,你有多同意下列的敘述？ (18)我知道哪些事情是對的、哪些事情是不對的
v14_1_01,0.0265282213136434,0.0265282213136434,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (1)在網路上，你喜歡跟班上哪些同學互動（例如一起打遊戲、講電話、聊天等）？第1位
v29_4,-0.0255129006797846,0.0255129006797846,以下有關於你最要好的朋友的描述，你同不同意？ (4)我常會得到他(們)的幫忙
v17_05,0.024150289586337,0.024150289586337,你補那幾科？【可複選】 (5)社會（史、地、公）
v41_7,0.0240950531430624,0.0240950531430624,上八年級以來，你曾在網路上對別人做過這樣的事嗎？ (7)用某人的社交帳號或是電子郵件，發布不實的訊息給其他人
v17_02,-0.0235544075444665,0.0235544075444665,你補那幾科？【可複選】 (2)英語
v20_1_10,0.0232170244798347,0.0232170244798347,關於上網，你父親和你有沒有以下的情形？ (10)會查看你的網頁瀏覽記錄
v18_2,0.0230753382278061,0.0230753382278061,請問父母對你下列未來發展的期望程度如何? (2)父母期望我將來可以有一份高薪的工作
v14_3_02,0.0220430174943566,0.0220430174943566,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (3)在實際生活(非網路)中，你喜歡跟班上哪些同學互動（例如分組同組、一起吃飯、討論功課、聊心事等）？第2位
v14_1_02,0.0216490553912136,0.0216490553912136,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (1)在網路上，你喜歡跟班上哪些同學互動（例如一起打遊戲、講電話、聊天等）？第2位
v6_7,0.0207203247916234,0.0207203247916234,過去一年，請問你家長和你相處情形如何？ (7)知道你每天的行蹤
v20_2_2,0.0199038107549815,0.0199038107549815,關於上網，你母親和你有沒有以下的情形？ (2)會限制你上網時間的長短
v29_3,-0.0198877234840846,0.0198877234840846,以下有關於你最要好的朋友的描述，你同不同意？ (3)他(們)關心我
v23_5,-0.0198500649905973,0.0198500649905973,關於你在社群媒體上的行為，以下敘述符不符合你的情況。 (5)我不介意發佈可能對自己形象扣分的貼文
v29_5,-0.0194718384747235,0.0194718384747235,以下有關於你最要好的朋友的描述，你同不同意？ (5)我受到挫折時，總可以從(他)們那裡得到安慰
v47_2,0.0193550088412227,0.0193550088412227,以下關於媒體網站的運用敘述，你同不同意？ (2)我能快速找到我曾拜訪過的網站
v16,-0.0189670128493256,0.0189670128493256,家長對你的學業成績有些甚麼要求？
v14_1_04,-0.0183153160672028,0.0183153160672028,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (1)在網路上，你喜歡跟班上哪些同學互動（例如一起打遊戲、講電話、聊天等）？第4位
v17,-0.0181371544914572,0.0181371544914572,上八年級以來，你有沒有參加校外補習（包含家教與家教班）？
v58_2h,0.0164815238511911,0.0164815238511911,在需要上課的日子，你通常幾點離開學校？
v47_1,-0.0164345960230529,0.0164345960230529,以下關於媒體網站的運用敘述，你同不同意？ (1)我能判斷適合找到最好答案的關鍵字
v17_06,0.0163827262824656,0.0163827262824656,你補那幾科？【可複選】 (6)資訊/電腦
v56_2,-0.0163646809733753,0.0163646809733753,請問你同不同意以下的敘述： (2)我會用想別的事情的方式，來減少自己的負面情緒(例如:難過或生氣)
v20_1_2,-0.016017080021374,0.016017080021374,關於上網，你父親和你有沒有以下的情形？ (2)會限制你上網時間的長短
v48_07,0.0157195831491819,0.0157195831491819,學校的資訊科技課程教學內容包含(可複選)： (7)探索性資訊科技項目：鼓勵學生進行小型項目，應用所學知識解決實際問題或進行創意創作
v47_5,0.0155714210388642,0.0155714210388642,以下關於媒體網站的運用敘述，你同不同意？ (5)我能注意上網時給出的評語是不是恰當
v20_1_7,0.0148569509750228,0.0148569509750228,關於上網，你父親和你有沒有以下的情形？ (7)擔心你上網會產生健康問題（如：眼睛、體能）
v47_3,0.0144436433985644,0.0144436433985644,以下關於媒體網站的運用敘述，你同不同意？ (3)我很清楚自己正在觀看特定網站或使用特定app的目的
v22_2,0.0131354787951558,0.0131354787951558,當你在現實生活遇到困難感到憂慮時，你會上網： (2)找人討論問題，設法解決困難
v59_2m,0.0126457278182438,0.0126457278182438,請問你過去一個月來的日常(大多數)睡眠習慣： (2)過去一個月來，在需要上課的日子，你通常幾點起床？分
v58_2m,0.012522641245909,0.012522641245909,在需要上課的日子，你通常幾點離開學校？
v33,-0.0110309127294425,0.0110309127294425,請問你認為網路世界中的陌生人是可以信任的，還是與他們來往時要儘量小心？
v17_01,0.0107731660443287,0.0107731660443287,你補那幾科？【可複選】 (1)數學
v20_1_1,-0.0106990750570857,0.0106990750570857,關於上網，你父親和你有沒有以下的情形？ (1)會規定你什麼時候可以上網，什麼時候不行
v47_9,-0.0092988960898604,0.0092988960898604,以下關於媒體網站的運用敘述，你同不同意？ (9)我能將所製作的影片/網頁/圖片上傳到雲端空間
v63,0.0084082664188191,0.0084082664188191,請勾選出你認為最符合你目前體型的選項：
v14_1_03,0.0067403490414037,0.0067403490414037,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (1)在網路上，你喜歡跟班上哪些同學互動（例如一起打遊戲、講電話、聊天等）？第3位
v59_2h,0.0065051215317019,0.0065051215317019,請問你過去一個月來的日常(大多數)睡眠習慣： (2)過去一個月來，在需要上課的日子，你通常幾點起床？時
v47_8,0.0061776174333712,0.0061776174333712,以下關於媒體網站的運用敘述，你同不同意？ (8)我能根據網頁/影音所屬的著作權規範（如創用cc）來運用找到的素材
v14_3_03,0.006021039152885,0.006021039152885,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (3)在實際生活(非網路)中，你喜歡跟班上哪些同學互動（例如分組同組、一起吃飯、討論功課、聊心事等）？第3位
v15,0.0059354922003302,0.0059354922003302,你上學期的平均成績大約如何？
v14_3_05,-0.0059330212941775,0.0059330212941775,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (3)在實際生活(非網路)中，你喜歡跟班上哪些同學互動（例如分組同組、一起吃飯、討論功課、聊心事等）？第5位
v17_04,0.0057370518875898,0.0057370518875898,你補那幾科？【可複選】 (4)國文
v21_2,0.004756118723731,0.004756118723731,在平日(上學日)，請問你每天花多少時間上網做課外的學習（各種線上付費或免費的課程）
v18_1,-0.0043352010811621,0.0043352010811621,請問父母對你下列未來發展的期望程度如何? (1)父母期望我的學業成就可以令他們引以自豪
v23_6,0.0032186948184841,0.0032186948184841,關於你在社群媒體上的行為，以下敘述符不符合你的情況。 (6)我不介意在我的社群媒體上寫下發生在我身上的壞事
v48_01,-0.0023763644787982,0.0023763644787982,學校的資訊科技課程教學內容包含(可複選)： (1)計算機基本概念：介紹計算機的基本組成，如硬件（CPU、記憶體、儲存裝置等）和軟件（操作系統、應用程序）
v46_2,0.0019859826283783,0.0019859826283783,關於電腦與網路的操作，你使用情形如何？ (2)我定期更換密碼（手機、平版、電腦、IG、抖音、DCARD等）
v46_1,0.0019260553215471,0.0019260553215471,關於電腦與網路的操作，你使用情形如何？ (1)我會運用定位服務找到我要的資訊（地圖導航、交通、美食等）
v54_14,0.0013810134472641,0.0013810134472641,你有多同意下列的敘述？ (14)我從別人的臉部表情知道他們當時可能的感受
v18_3,0.0012728083954523,0.0012728083954523,請問父母對你下列未來發展的期望程度如何? (3)父母期望我將來可以分擔家庭的經濟
v14_3_04,-0.0009652269490767,0.0009652269490767,以下要了解你與班上同學在網路上以及實際生活中的相處狀況，請選出你最喜歡與最不喜歡的同學座號，最多可以選擇五位。 (3)在實際生活(非網路)中，你喜歡跟班上哪些同學互動（例如分組同組、一起吃飯、討論功課、聊心事等）？第4位
v58_1h,-0.0004919771339371,0.0004919771339371,在需要上課的日子，你通常幾點到學校？
v47_7,-0.0002027166209185,0.0002027166209185,以下關於媒體網站的運用敘述，你同不同意？ (7)我能從網路找到其他人的影音，進行二次創作或改編
q_name,,,問卷名稱
status,,,作答狀況
