ColumnID,Label,CSV_Text,Status,Reason,PDF_Hint
241,@39.,過去6個月以來，請問你有沒有做過下列的事_G,Suspicious,Ends with _X suffix (likely truncated or split). ,
242,@39.,過去6個月以來，請問你有沒有做過下列的事_H,Suspicious,Ends with _X suffix (likely truncated or split). ,
243,@39.,過去6個月以來，請問你有沒有做過下列的事_I,Suspicious,Ends with _X suffix (likely truncated or split). ,
244,@39.,過去6個月以來，請問你有沒有做過下列的事_J,Suspicious,Ends with _X suffix (likely truncated or split). ,
245,@39.,過去6個月以來，請問你有沒有做過下列的事_K,Suspicious,Ends with _X suffix (likely truncated or split). ,
246,@39.,過去6個月以來，請問你有沒有做過下列的事_L,Suspicious,Ends with _X suffix (likely truncated or split). ,
247,@39.,過去6個月以來，請問你有沒有做過下列的事_M,Suspicious,Ends with _X suffix (likely truncated or split). ,
249,@40.,以下關於媒體網站的運用敘述，你同不同意_A,Suspicious,Ends with _X suffix (likely truncated or split). ,
250,@40.,以下關於媒體網站的運用敘述，你同不同意_B,Suspicious,Ends with _X suffix (likely truncated or split). ,
251,@40.,以下關於媒體網站的運用敘述，你同不同意_C,Suspicious,Ends with _X suffix (likely truncated or split). ,
252,@40.,以下關於媒體網站的運用敘述，你同不同意_D,Suspicious,Ends with _X suffix (likely truncated or split). ,
253,@40.,以下關於媒體網站的運用敘述，你同不同意_E,Suspicious,Ends with _X suffix (likely truncated or split). ,
254,@40.,以下關於媒體網站的運用敘述，你同不同意_F,Suspicious,Ends with _X suffix (likely truncated or split). ,
255,@40.,以下關於媒體網站的運用敘述，你同不同意_G,Suspicious,Ends with _X suffix (likely truncated or split). ,
256,@40.,以下關於媒體網站的運用敘述，你同不同意_H,Suspicious,Ends with _X suffix (likely truncated or split). ,
259,@42.,請問你通常用生成式AI來做什麼？【可複選】1,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 請問你通常用生成式AI來做什麼？（複選）...
260,@42.,請問你通常用生成式AI來做什麼？【可複選】2,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 請問你通常用生成式AI來做什麼？（複選）...
261,@42.,請問你通常用生成式AI來做什麼？【可複選】3,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 請問你通常用生成式AI來做什麼？（複選）...
262,@42.,請問你通常用生成式AI來做什麼？【可複選】4,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 請問你通常用生成式AI來做什麼？（複選）...
263,@42.,請問你通常用生成式AI來做什麼？【可複選】5,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 請問你通常用生成式AI來做什麼？（複選）...
264,@42.,請問你通常用生成式AI來做什麼？【可複選】6,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 請問你通常用生成式AI來做什麼？（複選）...
265,@42.,請問你通常用生成式AI來做什麼？【可複選】7,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 請問你通常用生成式AI來做什麼？（複選）...
266,nan,其他_E,Suspicious,Ends with _X suffix (likely truncated or split). Label not found in PDF. ,
267,@43.,關於生成式AI的使用，符不符合你的情形？431,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 關於生成式AI的使用，符不符合你的情形？...
268,@43.,關於生成式AI的使用，符不符合你的情形？432,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 關於生成式AI的使用，符不符合你的情形？...
269,@43.,關於生成式AI的使用，符不符合你的情形？433,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 關於生成式AI的使用，符不符合你的情形？...
270,@43.,關於生成式AI的使用，符不符合你的情形？434,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 關於生成式AI的使用，符不符合你的情形？...
271,@44.,你能使用生成式AI如ChatGPT，Copilot，Gemini等進,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你能使用生成式AI(如ChatGPT，C...
272,@44.,你能使用生成式AI如ChatGPT，Copilot，Gemini等進_A,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 你能使用生成式AI(如ChatGPT，C...
273,@44.,你能使用生成式AI如ChatGPT，Copilot，Gemini等進_B,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 你能使用生成式AI(如ChatGPT，C...
274,@44.,你能使用生成式AI如ChatGPT，Copilot，Gemini等進_C,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 你能使用生成式AI(如ChatGPT，C...
275,@44.,你能使用生成式AI如ChatGPT，Copilot，Gemini等進_D,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 你能使用生成式AI(如ChatGPT，C...
276,@44.,你能使用生成式AI如ChatGPT，Copilot，Gemini等進_E,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 你能使用生成式AI(如ChatGPT，C...
277,@44.,你能使用生成式AI如ChatGPT，Copilot，Gemini等進_F,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 你能使用生成式AI(如ChatGPT，C...
278,@44.,你能使用生成式AI如ChatGPT，Copilot，Gemini等進_G,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 你能使用生成式AI(如ChatGPT，C...
279,@44.,你能使用生成式AI如ChatGPT，Copilot，Gemini等進_H,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 你能使用生成式AI(如ChatGPT，C...
280,@44.,你能使用生成式AI如ChatGPT，Copilot，Gemini等進_I,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 你能使用生成式AI(如ChatGPT，C...
281,@44.,你能使用生成式AI如ChatGPT，Copilot，Gemini等進_J,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 你能使用生成式AI(如ChatGPT，C...
282,@45.,學校老師是否有教如何使用生成式AI如ChatGPT，,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 學校老師是否有教如何使用生成式AI(如C...
283,@46.,學校老師會教你使用生成式AI如ChatGPT，Copilot,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 學校老師會教你使用生成式AI(如Chat...
284,@46.,學校老師會教你使用生成式AI如ChatGPT，Copilot_A,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 學校老師會教你使用生成式AI(如Chat...
285,@46.,學校老師會教你使用生成式AI如ChatGPT，Copilot_B,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 學校老師會教你使用生成式AI(如Chat...
286,@46.,學校老師會教你使用生成式AI如ChatGPT，Copilot_C,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 學校老師會教你使用生成式AI(如Chat...
287,@46.,學校老師會教你使用生成式AI如ChatGPT，Copilot_D,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 學校老師會教你使用生成式AI(如Chat...
288,@46.,學校老師會教你使用生成式AI如ChatGPT，Copilot_E,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 學校老師會教你使用生成式AI(如Chat...
289,@46.,學校老師會教你使用生成式AI如ChatGPT，Copilot_F,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 學校老師會教你使用生成式AI(如Chat...
290,@47.,學校的資訊科技課程教學內容包含：【可複選,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 學校的資訊科技課程教學內容包含(可複選)...
291,@47.,學校的資訊科技課程教學內容包含：【可複_A,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 學校的資訊科技課程教學內容包含(可複選)...
292,@47.,學校的資訊科技課程教學內容包含：【可複_B,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 學校的資訊科技課程教學內容包含(可複選)...
293,@47.,學校的資訊科技課程教學內容包含：【可複_C,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 學校的資訊科技課程教學內容包含(可複選)...
294,@47.,學校的資訊科技課程教學內容包含：【可複_D,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 學校的資訊科技課程教學內容包含(可複選)...
295,@47.,學校的資訊科技課程教學內容包含：【可複_E,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 學校的資訊科技課程教學內容包含(可複選)...
296,@47.,學校的資訊科技課程教學內容包含：【可複_F,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 學校的資訊科技課程教學內容包含(可複選)...
297,@47.,學校的資訊科技課程教學內容包含：【可複_G,Suspicious,Ends with _X suffix (likely truncated or split). Text not found in PDF after label. ,PDF has: 學校的資訊科技課程教學內容包含(可複選)...
298,@48.,學校的科技領域課程對我的數位知識與能力有,Suspicious,No punctuation at end. ,
302,@52.,下列是有關你對自己的描述，你同不同意？521,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 下列是有關你對自己的描述，你同不同意？(...
303,@52.,下列是有關你對自己的描述，你同不同意？522,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 下列是有關你對自己的描述，你同不同意？(...
304,@52.,下列是有關你對自己的描述，你同不同意？523,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 下列是有關你對自己的描述，你同不同意？(...
305,@53.,你有多同意下列的敘述？531.當我緊張的時候,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
306,@53.,你有多同意下列的敘述？532.當我的情緒讓我,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
307,@53.,你有多同意下列的敘述？533.我可以感受到自,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
308,@53.,你有多同意下列的敘述？534.當我難過的時候,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
309,@53.,你有多同意下列的敘述？535.我知道如何讓自,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
310,@53.,你有多同意下列的敘述？536.當我感到沮喪時,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
311,@53.,你有多同意下列的敘述？537.我會為自己設定,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
312,@53.,你有多同意下列的敘述？538.我會達成自己所,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
313,@53.,你有多同意下列的敘述？539.我會思考達到目,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
314,@53.,你有多同意下列的敘述？5310.我會跟同學好好,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
315,@53.,你有多同意下列的敘述？5311.我會跟別人分享,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
316,@53.,你有多同意下列的敘述？5312.在學校有困難或,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
317,@53.,你有多同意下列的敘述？5313.我會接納那些我,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
318,@53.,你有多同意下列的敘述？5314.我從別人的臉部,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
319,@53.,你有多同意下列的敘述？5315.我知道別人何時,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
320,@53.,你有多同意下列的敘述？5316.當我跟同學相處,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
321,@53.,你有多同意下列的敘述？5317.在做決定前，我,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
322,@53.,你有多同意下列的敘述？5318.我知道哪些事情,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
323,@53.,你有多同意下列的敘述？5319.我會去想不同的,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
324,@53.,你有多同意下列的敘述？5320.當朋友或同學要,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你有多同意下列的敘述？(1)很不同意、(...
325,@54.,請勾選在過去1到2週你感受到下列選項之頻率,Suspicious,No punctuation at end. ,
326,@54.,請勾選在過去1到2週你感受到下列選項之頻_A,Suspicious,Ends with _X suffix (likely truncated or split). ,
327,@54.,請勾選在過去1到2週你感受到下列選項之頻_B,Suspicious,Ends with _X suffix (likely truncated or split). ,
328,@54.,請勾選在過去1到2週你感受到下列選項之頻_C,Suspicious,Ends with _X suffix (likely truncated or split). ,
329,@54.,請勾選在過去1到2週你感受到下列選項之頻_D,Suspicious,Ends with _X suffix (likely truncated or split). ,
330,@54.,請勾選在過去1到2週你感受到下列選項之頻_E,Suspicious,Ends with _X suffix (likely truncated or split). ,
331,@54.,請勾選在過去1到2週你感受到下列選項之頻_F,Suspicious,Ends with _X suffix (likely truncated or split). ,
332,@54.,請勾選在過去1到2週你感受到下列選項之頻_G,Suspicious,Ends with _X suffix (likely truncated or split). ,
333,@54.,請勾選在過去1到2週你感受到下列選項之頻_H,Suspicious,Ends with _X suffix (likely truncated or split). ,
334,@54.,請勾選在過去1到2週你感受到下列選項之頻_I,Suspicious,Ends with _X suffix (likely truncated or split). ,
335,@54.,請勾選在過去1到2週你感受到下列選項之頻_J,Suspicious,Ends with _X suffix (likely truncated or split). ,
336,@54.,請勾選在過去1到2週你感受到下列選項之頻_K,Suspicious,Ends with _X suffix (likely truncated or split). ,
337,@54.,請勾選在過去1到2週你感受到下列選項之頻_L,Suspicious,Ends with _X suffix (likely truncated or split). ,
338,@54.,請勾選在過去1到2週你感受到下列選項之頻_M,Suspicious,Ends with _X suffix (likely truncated or split). ,
340,@55.,請問過去兩週中，你對以下敘述的感受程度_A,Suspicious,Ends with _X suffix (likely truncated or split). ,
341,@55.,請問過去兩週中，你對以下敘述的感受程度_B,Suspicious,Ends with _X suffix (likely truncated or split). ,
342,@55.,請問過去兩週中，你對以下敘述的感受程度_C,Suspicious,Ends with _X suffix (likely truncated or split). ,
343,@55.,請問過去兩週中，你對以下敘述的感受程度_D,Suspicious,Ends with _X suffix (likely truncated or split). ,
344,@56,上午_______點,Incomplete/Mismatch,Text not found in PDF after label. ,PDF has: ）請問此手機號碼是：□1.自己的□2.父...
348,@58_1.,過去一個月來，在需要上課的日子，你通常,Suspicious,No punctuation at end. Label not found in PDF. ,
351,@58_2.,過去一個月來，在需要上課的日子，你通常,Suspicious,No punctuation at end. Label not found in PDF. ,
354,@58_3.,過去一個月來，在放假前一天或不需要上課,Suspicious,No punctuation at end. Label not found in PDF. ,
357,@58_4.,過去一個月來，在不需要上課的日子，你通,Suspicious,No punctuation at end. Label not found in PDF. ,
361,@59.,我們的社會中，有一群人比較接近上層，有一,Suspicious,No punctuation at end. ,
362,@60.,你同意以下敘述嗎？601.做任何決定前，我會,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你同意以下敘述嗎？(1)很不同意(2)不...
363,@60.,你同意以下敘述嗎？602.為了想更了解朋友，,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你同意以下敘述嗎？(1)很不同意(2)不...
364,@60.,你同意以下敘述嗎？603.當有人感到難過時，,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你同意以下敘述嗎？(1)很不同意(2)不...
365,@60.,你同意以下敘述嗎？604.當我對某人感到失望,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你同意以下敘述嗎？(1)很不同意(2)不...
366,@60.,你同意以下敘述嗎？605.批評別人之前，我會,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 你同意以下敘述嗎？(1)很不同意(2)不...
367,@61.,請告訴我下列敘述符不符合你個人的情況？611,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 請告訴我下列敘述符不符合你個人的情況？(...
368,@61.,請告訴我下列敘述符不符合你個人的情況？612,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 請告訴我下列敘述符不符合你個人的情況？(...
369,@61.,請告訴我下列敘述符不符合你個人的情況？613,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 請告訴我下列敘述符不符合你個人的情況？(...
370,@61.,請告訴我下列敘述符不符合你個人的情況？614,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 請告訴我下列敘述符不符合你個人的情況？(...
371,@61.,請告訴我下列敘述符不符合你個人的情況？615,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 請告訴我下列敘述符不符合你個人的情況？(...
372,@61.,請告訴我下列敘述符不符合你個人的情況？616,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 請告訴我下列敘述符不符合你個人的情況？(...
373,@61.,請告訴我下列敘述符不符合你個人的情況？617,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 請告訴我下列敘述符不符合你個人的情況？(...
374,@61.,請告訴我下列敘述符不符合你個人的情況？618,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 請告訴我下列敘述符不符合你個人的情況？(...
375,@61.,請告訴我下列敘述符不符合你個人的情況？619,Suspicious,No punctuation at end. Text not found in PDF after label. ,PDF has: 請告訴我下列敘述符不符合你個人的情況？(...
376,@621.,鋁箔包、樂利包或瓶裝的含糖飲料,Suspicious,No punctuation at end. Label not found in PDF. ,
380,@64.,請問你的身高______公分（僅能填答阿拉伯數字,Suspicious,No punctuation at end. ,
381,@65.,請問你的體重______公斤（僅能填答阿拉伯數字,Suspicious,No punctuation at end. ,
